fold,session_id,condition,t_s,score
0,S001_2026-06-01_toshiba_normal_22C_a,normal,150,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,151,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,152,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,153,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,154,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,155,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,156,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,157,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,158,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,159,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,160,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,161,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,162,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,163,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,164,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,165,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,166,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,167,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,168,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,169,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,170,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,171,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,172,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,173,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,174,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,175,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,176,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,177,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,178,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,179,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,180,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,181,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,182,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,183,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,184,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,185,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,186,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,187,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,188,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,189,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,190,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,191,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,192,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,193,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,194,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,195,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,196,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,197,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,198,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,199,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,200,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,201,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,202,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,203,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,204,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,205,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,206,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,207,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,208,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,209,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,210,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,211,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,212,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,213,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,214,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,215,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,216,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,217,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,218,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,219,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,220,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,221,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,222,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,223,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,224,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,225,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,226,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,227,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,228,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,229,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,230,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,231,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,232,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,233,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,234,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,235,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,236,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,237,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,238,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,239,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,240,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,241,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,242,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,243,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,244,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,245,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,246,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,247,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,248,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,249,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,250,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,251,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,252,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,253,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,254,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,255,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,256,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,257,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,258,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,259,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,260,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,261,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,262,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,263,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,264,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,265,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,266,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,267,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,268,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,269,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,270,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,271,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,272,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,273,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,274,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,275,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,276,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,277,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,278,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,279,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,280,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,281,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,282,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,283,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,284,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,285,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,286,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,287,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,288,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,289,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,290,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,291,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,292,23.5
