fold,session_id,condition,t_s,score
0,S001_2026-06-01_toshiba_normal_22C_a,normal,224,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,225,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,226,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,227,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,228,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,229,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,230,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,231,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,232,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,233,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,234,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,235,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,236,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,237,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,238,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,239,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,240,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,241,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,242,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,243,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,244,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,245,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,246,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,247,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,248,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,249,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,250,19.992748260498047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,251,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,252,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,253,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,254,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,255,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,256,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,257,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,258,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,259,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,260,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,261,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,262,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,263,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,264,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,265,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,266,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,267,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,268,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,269,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,270,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,271,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,272,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,273,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,274,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,275,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,276,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,277,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,278,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,279,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,280,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,281,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,282,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,283,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,284,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,285,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,286,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,287,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,288,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,289,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,290,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,291,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,292,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,293,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,294,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,295,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,296,19.876323699951172
